제어번호,제목,저자,발행처,발행년도,ISBN번호,분류기호,대출횟수
000001718782,낯선 여인의 키스,안톤 체호프 지음,녹색광선,2024,9791198375322,8,3
000001743188,내 기분이 초록이 될 때까지,신시아,오후의 서재;와이즈맵,2022,9791197060274,5,3
000001747669,내 마음속에 야수가 자란다,뤼시 데조블리오,dodo;한국학술정보,2024,9791172174675,8,3
000001744552,"내 말 좀 들어 주세요, 제발",하인츠 야니쉬,상상스쿨,2020,9791190253307,3,3
000001745337,내 몸을 깨끗이 쓱싹쓱싹!,박나연,교원,2024,9791172711078,3,3
000001747447,내 사랑 모드,랜스 울러버,남해의봄날,2025,9791193027424,6,3
000001745034,내 삶의 자맥질,채희륜,파란사진,2024,9791171850419,6,3
000001405998,"내 삶의 주인이 내가 아닐 때 만들어지는 병, 조현병",황상민 지음,들녘,2020,9791159255618,5,3
000001745343,내 손이 깨끗해졌어요!,장서연,다음세대,2024,9788957233276,3,3
000001748293,내 안에 내가 있다,알렉스 쿠소,바람의아이들,2020,9791162100967,8,3
000001655739,내 안의 엑스터시를 찾아서 :종교 이후의 종교,성해영 지음,불광출판사,2024,9791193454589,2,3
000001748326,내 안전은 내가 지켜요,구니자키 노부에(감수),한빛에듀,2024,9791169211802,3,3
000001744746,내 이가 반짝반짝 해졌어요,장서연,다음세대,2025,9788957233337,3,3
000001745344,내 이가 반짝반짝 해졌어요,장서연,다음세대,2025,9788957233337,3,3
000001747595,내 인생의 플렉스는 지금부터,"김은미, 김원배, 박춘이, 송숙영, 김수연, 이명희, 이시현",오래,2024,9791158292225,1,3
000001743456,내 인생의 플렉스는 지금부터,"김은미, 김원배, 박춘이, 송숙영, 김수연, 이명희, 이시현",오래,2024,9791158292225,1,3
000001743987,"내 친구 로봇, 팍스","이현서, 한기호(해설)",뭉치;동아엠앤비,2023,9791163636274,1,3
000001783556,내 친구가 돼 줘서 정말 고마워,이종국,보민,2024,9791169572385,1,3
000001748889,내 핑계는 천문학이야,조승현,애플북스,2025,9791192641645,4,3
000001744554,내가 나라서 정말 좋아,김지훤,길벗,2025,9791140714292,1,3
000001749276,내가 너보다 커,글: 엘레나 레비,여유당(여유당출판사),2024,9791194100027,8,3
000001784115,내가 빛나는 순간,파울로 코엘료,자음과모음,2020,9788954442480,8,3
000001745040,내가 사랑한 파리의 작은 미술관,신정아,Hu:ine;한국외국어대학교 지식출판콘텐츠원,2024,9791171992706,6,3
000001747726,내가 정말 나일까?,글: 세르조 올리보티,나무말미,2024,9791191827514,8,3
000001747522,내가 정원이면 좋겠습니다,"라이너 마리아 릴케, 한스-위르겐 가우테크(엮음)",모스그린,2025,9791199036512,8,3
000001744634,내가 틀릴 수도 있습니다,비욘 나티코 린데블라드,다산초당;다산북스,2024,9791130689890,2,3
000001748919,내가 확실히 아는 것들,오프라 윈프리,북하우스; 북하우스 퍼블리셔스,2024,9791164052745,6,3
000001784395,내게 남은 스물다섯 번의 계절 :슈테판 셰퍼 소설,슈테판 셰퍼 지음,서삼독,2025,9791193904213,8,3
000001717459,내일 :기욤 뮈소 장편소설,기욤 뮈소 지음,밝은세상,2024,9788984374812,8,3
000001745183,내장비만,이왕림,포레스트북스,2024,9791193506684,5,3
000001783467,내향형 영어의 비밀,일간 소울영어,위너스북,2023,9791189352639,7,3
000001743343,너구리 대작전 폼포코,원작: 다카하타이사오,대원씨아이,2024,9791172880712,6,3
000001748270,너구리 대작전 폼포코,원작: 다카하타이사오,대원씨아이,2024,9791172880712,6,3
000001747721,너도 고민이 있니?,천유링(글·그림),나무의말,2025,9791198860521,8,3
000001796532,너를 닫을 때 나는 삶을 연다,파블로 네루다,민음사,2019,9788937475382,8,3
000001789492,너무 시끄러운 고독,보후밀 흐라발,문학동네,2024,9791141607388,8,3
000001744874,너에게 난 어떤 엄마야?,박현정,설렘; 슬로미디어,2024,9791167851857,5,3
000001747459,너에게 들려주는 단단한 말,김종원,퍼스트펭귄,2024,9791198682550,1,3
000001744602,너에게 들려주는 단단한 말,김종원,퍼스트펭귄,2024,9791198682550,1,3
000001744879,너에게 무슨 말을 먼저 꺼낼까,"조에스더, 최소영, 최한영",서사원,2024,9788968572395,5,3
000001743996,너희도 우리와 같은 동물이야,시릴 디옹,뭉치,2023,9791163636694,5,3
000001749207,넌 나의 행운이야,프란체스카 피로네,피카,2024,9791192869216,8,3
000001749500,넌 나의 행운이야 v.1,프란체스카 피로네,피카,2024,9791192869216,8,3
000001783537,넌 대체 몇 년째 영어 공부를 하고 있는 거니?,김재우,상상스퀘어,2022,9791192389134,7,3
000001637925,네 안에 잠든 거인을 깨워라,토니 로빈스 지음,넥서스Biz: 넥서스,2023,9791166836251,1,3
000001748204,네 차례야!,마리안느 뒤비크(글·그림),고래뱃속,2023,9791190747950,8,3
000001747744,네가 분수가 된 것처럼 펑펑 울어 버린다면,노에미 볼라,웅진주니어;웅진씽크빅,2022,9788901264035,8,3
000001749564,네가 분수가 된 것처럼 펑펑 울어 버린다면 v.1,노에미 볼라,웅진주니어;웅진씽크빅,2022,9788901264035,8,3
000001749145,네가 세상에 오기 전에 있었던 모든 일,야엘 프랑켈(글그림),MINT RABBIT;민트래빗,2023,9791192603346,8,3
000001743355,네가 세상에 오기 전에 있었던 모든 일,야엘 프랑켈(글그림),MINT RABBIT;민트래빗,2023,9791192603346,8,3
000001749583,네가 세상에 오기 전에 있었던 모든 일 v.1,야엘 프랑켈,민트래빗,2023,9791192603346,8,3
000000298414,네루다의 우편배달부,안토니오 스카르메타 [지음],민음사,2004,9788937461040,8,3
000001240143,네이티브 영어표현력 사전 :진짜 영어로 가는 17가지 핵심 법칙 =English expression power-up dictionary,Changsoo Lee 지음,다락원(Darakwon),2018,9788927701057,7,3
000001727333,네이티브처럼 듣고 말하는 영어 구동사 수업 :구동사를 완벽하게 익히는 8단계 영어 학습법,조찬웅,동양북스,2024,9791172100636,7,3
000001744836,넥스트 레벨 4. 자율주행,"서승우, 최향숙",한솔수북,2024,9791193494493,0,3
000001743286,노견은 영원히 산다,"진 웨인가튼, 마이클 윌리엄슨(사진)",책공장더불어,2023,9788997137787,5,3
000001794322,"노동법 :비정규직보호법, 집단적 노동관계법 .2-[1]",박은정,KNOU Press(한국방송통신대학교출판문화원),2025,9788920052729,3,3
000001794371,"노동법 :비정규직보호법, 집단적 노동관계법 : 워크북 .[2] ,별책부록",박은정 편저,KNOU Press(한국방송통신대학교출판문화원),2025,9788920053009,3,3
000000333919,노르웨이의 숲,무라카미 하루키 지음,민음사,2013,9788937463105,8,3
000001783124,노빈손의 무인도 완전정복 - 만화 로빈슨 크루소 따라잡기,이우일,뜨인돌,2004,9788958072072,4,3
000001548082,노화가 잘못 됐습니다 :의사가 가르쳐주는 시간을 멈추는 식사법,마키타 젠지 지음,The Nan : 더난콘텐츠(더난콘텐츠그룹),2022,9788984055537,5,3
000001744099,노후에 혼자 사는 지혜,호사카 타카시,지상사(청홍),2025,9788965023395,1,3
000000385559,논문작성 길라잡이 : 논문이라는 산을 쉽게 오르는 방법,김주아,공동체,2013,9788963525242,8,3
000000787500,놀이인간 :스포츠 역사로 읽는 호모루덴스,허진석 지음,글누림출판사,2015,9788963273150,6,3
000001295018,"놓지 마 과학! .10 ,정신이 동물에 정신 놓다",신태훈,위즈덤하우스: 위즈덤하우스 미디어그룹,2019,9791189938208,4,3
000001334638,"놓지 마 과학! .11 ,정신이 코딩에 정신 놓다 1",신태훈,위즈덤하우스 : 위즈덤하우스 미디어그룹,2019,9791190182737,4,3
000001653098,"놓지 마 과학! .14 ,정신이 바이러스에 정신 놓다",신태훈,위즈덤하우스,2020,9791190908184,4,3
000001522874,"놓지 마 과학! .16 ,으스스 숲 캠핑장의 검은 그림자",신태훈,위즈덤하우스,2021,9791168120266,4,3
000001651743,"놓지 마 과학! .2 ,정신이 탁구에 정신 놓다",신태훈,위즈덤하우스,2020,9791191119367,4,3
000001043329,"놓지 마 과학! .5 ,정신이 태양계에 정신 놓다",신태훈,위즈덤하우스 미디어그룹,2017,9788960867093,4,3
000001295019,"놓지 마 과학! .7 ,정신이 모험에 정신 놓다",신태훈,위즈덤하우스: 위즈덤하우스 미디어그룹,2018,9791162205624,4,3
000001675769,"놓지 마 맞춤법 .3 ,공포의 여덟 고개",신태훈,주니어김영사 : 김영사,2024,9788934908296,7,3
000001758504,"놓지 마 맞춤법 .5 ,좀비 시티 대모험",신태훈,주니어김영사 : 김영사,2024,9791173320385,7,3
000001655961,"놓지 마 속담 .2 ,동식물과 자연",신태훈,주니어김영사 : 김영사,2024,9788934908760,3,3
000001653199,"놓지 마 초등 영단어 :만화로 재미있게, 단어가 쏙쏙, 영어가 술술~ .2",신태훈,위즈덤하우스,2020,9791190786775,7,3
000001750983,뇌가 힘들 땐 미술관에 가는 게 좋다 :더 아름다운 삶을 위한 예술의 뇌과학,수전 매그새먼,월북,2025,9791155817940,6,3
000001744114,뇌과학자는 이렇게 책을 읽습니다,모기 겐이치로,어썸그레이,2024,9791198895318,0,3
000001751477,뇌섹 퀴즈,서범식,좋은땅,2024,9791138826426,0,3
000001744255,뇌섹 퀴즈,서범식,좋은땅,2024,9791138826426,0,3
000001744198,누가 그렸을까? 제목이 뭘까?,WG Contents Group,북핀,2025,9791191443332,6,3
000001611707,"누가 이길까? .[2] ,사자 vs 호랑이, 또 하나의 대결 재규어 vs 스컹크",제리 팔로타 글,비룡소,2022,9788949133010,4,3
000001747710,누구 양말이에요?,쑨쥔,소원나무,2023,9791193207284,8,3
000001743375,누구 양말이에요?,쑨쥔,소원나무,2023,9791193207284,8,3
000001749555,누구 양말이에요? v.1,쑨쥔,소원나무,2023,9791193207284,8,3
000001733169,누구나 쉽게 그리는 하루 한 장 어반 스케치,김성호,경향BP(경향비피),2024,9788969525857,6,3
000001727326,누구나 할 수 있는 일상 속 행정심판 :자동차 운전면허 취소·일반음식점의 영업정지·숙박업소의 영업정지 처분 구제 방법,하상인 지음,지식과감성#,2023,9791139212372,3,3
000001745367,눈을 지켜 주는 눈신령님,요시무라 아키코,미운오리새끼;가람어린이,2023,9791165182366,1,3
000001642149,뉴스 영어의 결정적 심화 표현들,박종홍 저,사람in,2023,9791171010271,7,3
000001731171,뉴욕의 도시해부 :우리의 일과 삶을 위해 도시가 하는 일,케이트 애셔 著,보성각,2024,9788978397445,5,3
000001383634,"뉴턴의 아틀리에 :과학과 예술, 두 시선의 다양한 관계 맺기",김상욱,민음사,2020,9788937491214,6,3
000001744849,느린 아이 어떻게 키워야 할까,"김미미, 김효선",클랩북스,2024,9791193941157,5,3
000001744941,늑대가 들려주는 아기 돼지 삼형제,"김선희, 한지연",뭉치,2024,9791163639367,4,3
000001748163,늑대는 간식을 먹지 않아,앙드레 부샤르,어린이작가정신;작가정신,2021,9791160268690,8,3
000001748171,늑대의 선거,다비드 칼리,다림,2021,9788961771641,8,3
000001681690,능엄경 대의 풀이,남회근 지음,마하연,2020,9791185844046,2,3
000001748372,니나의 숨겨진 초능력,슬라바 스비토바,국민서관,2024,9788911131358,8,3
000001334485,"다 푼다 카카오프렌즈 :재미up 실력up 수학 체험 만화 .1 ,길이 재기 - 세 자리 수 연산",김혜성 글,대원키즈 : 대원씨아이,2019,9791136202611,4,3
000001744319,다른그림찾기 1권,하이라이츠편집부,아라미,2024,9791188510665,3,3
000001413933,다문화 사회와 리터러시 이해,김영순,박이정,2020,9791158484743,3,3
000001558338,다문화 사회의 인문학적 시선,김영순,Yeondoo,2022,9791191840261,3,3
000001547452,다문화 쇼크,김무인 지음,스리체어스,2022,9791191652468,3,3
000001558340,다문화 현상의 인문학적 탐구,김영순,Yeondoo,2022,9791191840278,3,3
000001372010,다문화가 죄냐? :다문화 가족 한국인 남성의 결혼과 자녀 양육 그리고 다문화사회에 대한 이해,박진옥,조명문화사,2019,9788972575009,3,3
000001509193,다문화사회와 다양성 =Multicultural society and diversity,조원탁,양서원,2020,9788999409776,3,3
000001784113,다섯번째 산,파울로 코엘료,문학동네,2022,9788954687485,8,3
000000298130,다섯째 아이,도리스 레싱 지음,민음사,1999,9788937460272,8,3
000001744056,다시 살아난 초록섬,잉그리드 샤베르(글),피카주니어,2023,9791192869124,8,3
000001650615,다시 페미니즘의 도전 :한국 사회 성정치학의 쟁점들,정희진 지음,교양인,2023,9791193154168,3,3
000001720579,"다시, 역사의 쓸모 :합리적이고 품위 있는 선택을 위한 20가지 지혜",최태성 지음,프런트페이지,2024,9791193401217,9,3
000001749264,다이빙,호아킨 캄프(글·그림),노는날,2023,9791198000088,8,3
000000002696,다잉 아이 =Dying eye,히가시노 게이고 지음,재인,2010,9788990982407,8,3
000001744715,다정한 것이 살아남는다,"브라이언 헤어, 버네사 우즈",디플롯,2021,9791197413025,4,3
000001749053,다정한 늑대,기아 리사리,다정다감,2024,9791193140093,8,3
000001525658,"다정함의 과학 :친절, 신뢰, 공감 속에 숨어 있는 건강과 행복의 비밀",켈리 하딩 지음,더퀘스트: 길벗,2022,9791165218386,4,3
000001794337,다큐멘터리제작론 =Documentary production,설진아,KNOU Press(한국방송통신대학교출판문화원),2025,9788920052682,6,3
000001748292,다투지 않고 좋은 친구 만드는 다정한 대화법,초등샘Z,물주는아이;백도씨,2024,9788968334641,3,3
000001783507,단단 기초 영어공부 혼자하기,Mike Hwang,Miklish,2020,9791187158288,7,3
000001743440,단순한 열정,아니 에르노,문학동네,2015,9788954619585,8,3
000001578582,단순함의 힘 :나는 왜 생각만 할까 =The power of simple,김경록 지음,Booker(부커),2022,9791164161294,1,3
000001720884,단식 존엄사 :의사 딸이 동행한 엄마의 죽음,비류잉 지음,글항아리,2024,9791169092753,5,3
000001744544,단어가 품은 세계,황선엽,빛의서가;리더스 그라운드,2024,9791198731906,7,3
000001744043,단어가 품은 세계,황선엽,빛의서가;리더스 그라운드,2024,9791198731906,7,3
000001720834,단체급식관리 .[1],이민아,한국방송통신대학교 출판문화원,2024,9788920050244,5,3
000000298151,달과 6펜스,서머싯 몸 [지음],민음사,2000,9788937460388,8,3
000001027483,달라이 라마 반야심경,텐진 갸초 지음,하루헌,2017,9788996957485,2,3
000001796134,달리기 인류,마이클 크롤리 지음,서해문집,2025,9791194413578,3,3
000001675517,"달리기, 조깅부터 마라톤까지 :더 빠르게, 더 효율적으로, 더 안전하게 달리는 방법",장 프랑수아 하비 지음,시그마북스,2023,9791168621121,6,3
000001783545,달리기는 과학이다,채찍단,북스고,2025,9791167600981,6,3
000000035649,달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running,무라카미 하루키 지음,문학사상,2009,9788970128337,8,3
000000191482,달리기와 존재하기,조지 쉬언 지음,한문화멀티미디어,2003,8956990093,6,3
000001783525,달리기와 존재하기,조지 쉬언,한문화;한문화멀티미디어,2020,9788956993898,6,3
000001749175,달의 맛,미하엘 그레이니에츠(글·그림),미래아이(미래M&B),2025,9788983949714,8,3
000001784640,달콤 쌉싸름한 초콜릿,라우라 에스키벨,민음사,2004,9788937461088,8,3
000001743451,달콤 쌉싸름한 초콜릿,라우라 에스키벨,민음사,2004,9788937461088,8,3
000001744188,달콤한 스누피 베이킹,찰스 M. 슐츠,더모던,2024,9791164459339,5,3
000001749176,달팽이,에밀리 휴즈,지양어린이,2024,9788983097392,6,3
000001744090,당신도 감정 소모 없이 말할 수 있습니다,카린 쿠시크,청림출판,2025,9788935214679,1,3
000001751484,당신은 사건 현장에 있습니다,모데스토 가르시아,중앙books;중앙일보에스,2022,9788927812975,6,3
000001744157,당신은 사건 현장에 있습니다,모데스토 가르시아,중앙books;중앙일보에스,2022,9788927812975,6,3
000001744159,당신은 사건 현장에 있습니다,모데스토 가르시아,중앙books,2023,9788927879718,6,3
000001794684,당신은 화성으로 떠날 수 없다,아메데오 발비,북인어박스,2024,9791198563248,4,3
000001794631,당신의 곁에 우주를 가져다드립니다,이민규,문학수첩,2024,9791193790793,4,3
000001556769,당신의 마음에 이름을 붙인다면 :cafune 사랑하는 사람의 머리카락을 손가락으로 부드럽게 빗어 내리는 일,마리야 이바시키나 글·그림,책읽는곰,2022,9791158363444,8,3
000001228377,당신이 옳다 :정혜신 적정심리학,정혜신 지음,해냄출판사,2018,9788965746669,1,3
000001400393,"대격변 :세계대전과 대공황, 세계는 어떻게 재편되었는가",애덤 투즈 지음,아카넷,2020,9788957336823,3,3
000001748810,대놓고 다정하진 않지만,카렐 차페크,휴머니스트,2024,9791170872382,8,3
000001744976,대놓고 다정하진 않지만,카렐 차페크,휴머니스트,2024,9791170872382,8,3
000001744273,대만 차의 역사와 문화,노성환,박문사,2024,9791192365831,3,3
000001560885,대박 쉽게 숙제하는 법,천효정 글,비룡소,2022,9788949162379,8,3
000001793959,대수적 정수론 입문,변동호 지음,서울대학교출판문화원,2025,9788952139399,4,3
000001219914,대승불교란 무엇인가,사이토 아키라 외 저,씨아이알,2015,9791156100799,2,3
000001720814,대중영화의 이해 .[1] =Understanding popular cinema,장일,한국방송통신대학교 출판문화원,2024,9788920050169,6,3
000001737790,대치동 이야기 :대한민국 사교육 1번지 심층 분석,한경미디어그룹 특별취재팀 지음,한국경제신문: 한경BP,2025,9788947549912,3,3
000001655239,대학·중용,증자,문예출판사,2023,9788931023114,1,3
000001744106,대한민국 탄소중립의 현실과 미래,최종현학술원,바다출판사,2024,9791166892912,5,3
000001744078,대화에 서툰 게 아니라 감정에 서툰 겁니다,강현식,한밤의책,2024,9791191731590,1,3
000001767517,더 디너,헤르만 코흐,민음사,2024,9788937445903,8,3
000001014185,더 브레인 :삶에서 뇌는 얼마나 중요한가?,데이비드 이글먼 지음,북하우스 퍼블리셔스: 해나무,2017,9788956057293,5,3
000001744070,더운 지구 뜨거운 지구 펄펄 끓는 지구,유다정,파스텔하우스,2023,9791198332929,4,3
000001744505,덕수궁과 정동,김효중,주니어김영사,2019,9788934985112,3,3
000001745172,덜 먹고 우직하게 달려라,김고금평,좋은습관연구소,2024,9791193639078,5,3
000001749283,덜렁이 꼬마의 산책,잔니 로다리(글),책빛,2024,9788962194593,8,3
000001229918,데미안,헤르만 헤세 [지음],민음사,2000,9788937460449,8,3
000001370332,데미안,헤르만 헤세 지음,스타북스,2019,9791157954919,8,3
000001632801,데미안,헤르만 헤세 지음,범우,2023,9788963655253,8,3
000001753023,"데미안 :나는 그였고 그는 나였다: 너는 나였고, 나는 너였다",헤르만 헤세 지음,리프레시,2024,9791197951640,8,3
000001348500,"데이터 전처리 대전 :데이터 분석을 위한 파이썬, SQL, R 실천 기술",모토하시 도모미쓰 지은이,한빛미디어,2019,9791162242247,0,3
000001743159,도넛 낀 강아지 포레,글·그림: 모리,크레파스북,2023,9791189586706,5,3
000001744311,도대체 우리는 왜 야구를 보는가,김은식,글의온도,2024,9791192005430,6,3
000001619599,"도둑맞은 집중력 :집중력 위기의 시대, 삶의 주도권을 되찾는 법",요한 하리 지음,어크로스 : 어크로스출판그룹,2023,9791167740984,1,3
000001557077,"도메인 주도 설계 첫걸음 :소프트웨어 아키텍처와 비즈니스 전략의 일치를 위한 핵심 패턴, 원칙, 실천법",블라드 코노노프 지음,위키북스,2022,9791158393359,0,3
000001348817,도산법 =Insolvency law,전병서 [지음],박영사,2019,9791130334189,3,3
000001792285,도시 관측소 :유동하는 도시에서 '나'의 가치를 높이는 방법,김세훈 지음,책사람집,2025,9791194140085,5,3
000001723346,"도시를 만드는 기술 이야기 :다리, 터널, 도로, 통신망, 전력망, 철도, 댐, 상하수도, 건설 장비까지 우리 주변을 둘러싼 인프라의 모든 것",그레이디 힐하우스 지음,한빛미디어,2024,9791169212045,5,3
000001796513,도시와 개들,마리오 바르가스 요사,문학동네,2021,9788954682350,8,3
000001794723,도시의 밤하늘,김성환,오르트,2023,9791197680410,4,3
000001794638,도시의 밤하늘,김성환,오르트,2023,9791197680410,4,3
000001723575,도쿄 :요코하마｜하코네｜카마쿠라｜에노시마: 2024-25 최신개정판 =Tokyo,정숙영 지음,길벗,2024,9791140709144,9,3
000001745140,도쿄 모던 산책,박미향,지에이북스,2024,9791197680137,3,3
000001731840,"도쿄 모던 산책 :도쿄의 기억기관, 근대에서 오늘을 읽다",박미향 지음,지에이북스,2024,9791197680137,9,3
000000284728,"독서 천재가 된 홍대리 .2 ,성공을 현실로 만드는 책읽기 프로젝트",이지성 지음,다산북스,2012,9788963702926,0,3
000001744095,독서의 뇌과학,가와시마 류타,현대지성,2024,9791139718560,5,3
000001744426,돌에 새긴 서울史,"박성현, 노영구, 유승희, 장지연, 조은숙, 나종현, 장정수, 이경구, 홍문기, 김제정",서울역사편찬원,2024,9791160711844,9,3
000001502724,동기와 성격 :인간 본성에 대한 탁월한 통찰,에이브러햄 매슬로 지음,연암서가,2021,9791160870756,1,3
000001745365,동물 마을 손 씻기 대회,황즈잉,에듀앤테크,2021,9791190554954,8,3
000001739788,동전을 100만 번 던져!,김성화,와이즈만 Books,2024,9791192936475,4,3
000000929761,될 일은 된다 :내맡기기 실험이 불러온 엄청난 성공과 깨달음,마이클 A. 싱어 지음,정신세계사,2016,9788935704019,2,3
000001038181,두 도시 이야기,찰스 디킨스 지음,더클래식: 미르북컴퍼니,2012,9791159033933,8,3
000001743542,두근두근 꼬모의 탄생,"디자인에그(원작),고수리(글)",미디어창비,2023,9791193022245,3,3
000000665237,두뇌 보완 계획 100,김명석 지음,메카네,2014,9791195226115,1,3
000001751488,두뇌 트레이닝 가로세로 낱말퍼즐,momo books 콘텐츠 연구소,모모,2025,9791197776977,6,3
000001749046,두드려 보아요,안나 클라라 티돌름,사계절,2007,9788958282136,8,3
000001743386,두드려 보아요,안나 클라라 티돌름,사계절,2007,9788958282136,8,3
000001241306,두려움 없는 출산 :현대 자연주의 출산의 바이블,그랜틀리 딕리드 지음,자연스러운탄생,2018,9791195748921,5,3
000001748047,두이노의 비가,라이너 마리아 릴케,민음사,2023,9788937475603,8,3
000001794726,드디어 만나는 천문학 수업,캐럴린 콜린스 피터슨,현대지성,2025,9791139725391,4,3
000001794667,드디어 만나는 천문학 수업,캐럴린 콜린스 피터슨,현대지성,2025,9791139725391,4,3
000001744153,드림 하우스,허유진,마음연결,2025,9791193471418,5,3
000001512721,"디바인 매트릭스, 느낌이 현실이 된다",그렉 브레이든 지음,김영사,2021,9788934906957,2,3
000001675423,디스 이즈 도쿄 :2024~2025년 최신판 =This is Tokyo,박설희,Terra(테라),2024,9791192767116,9,3
000001654487,디스 이즈 오사카 :오사카 교토 고베 나라 와카야마 : 2024~2025년 최신판 =This is Osaka,호밀씨 글·사진,TERRA(테라출판사),2024,9791192767123,9,3
000001738132,"디자인 구구단 :디자인이 필요한 순간, '툭' 튀어나오는 디자인 공식 : 디자인 입문자를 위한 디자인 감각 트레이닝 =9 basic elements of design",에이핫 지음,길벗,2024,9791140714063,6,3
000001155430,디자인보호법의 이해,윤선희 [지음],박영사,2018,9791130331201,3,3
000001744316,디자인을 위한 가장 완벽한 배색 가이드,리트리스 아이즈먼,UX Review(유엑스리뷰),2025,9791193217818,6,3
000001744226,디저트 사전,나가이 후미에,윌스타일,2024,9791185676746,5,3
000001743944,"디지털 경제사회, 메타버스","황안밍, 옌사오펑",북스토리지,2024,9791192536781,3,3
000001744900,디지털 시대 어린이 독서의 기술,조미상,더메이커,2024,9791187809531,0,3
000001721070,디지털 포렌식 개론 =Digital forensics,정두원 지음,동국대학교출판부,2023,9788978010351,0,3
000001388767,디지털 포렌식 실습서 :컴퓨터과학수사(CSI) : 따라하면서 배우는 윈도우포렌식 실습교재,한상준 지음,부크크,2019,9791127259815,0,3
000001749639,디지털경제와 탄소발자국,"박복재, 문영수",전남대학교출판문화원,2024,9791193707241,5,3
000001358786,디지털포렌식 기술 :컴퓨터 구조와 디지털 저장매체 / 파일시스템과 운영체제 / 응용프로그램과 네트워크 / 데이터베이스,노명선,미디어북,2018,9791189888015,0,3
000001096328,"디페시 차크라바르티, 유럽을 지방화하기",김택현 [지음],컴북스,2018,9791128809569,9,3
000001745394,딜쿠샤,서울역사박물관(편),서울역사박물관,2023,9791190480802,5,3
000001413700,딱 한 개인데 뭐!,트레이시 코드로이 글,Edu&Tech: 에듀앤테크,2020,9791190554503,8,3
000001744795,딸이 조용히 무너져 있었다,김현아,창비,2023,9788936479411,5,3
000001744383,땅이 품은 서울사,서울역사편찬원,서울역사편찬원,2024,9791160711905,9,3
000001744396,또 다른 서울 사람들,박문수,서울역사편찬원,2023,9791160711608,9,3
000001748261,똑똑똑 축하해,정호선,창비,2023,9788936448530,3,3
000001748114,똑똑똑! 집 지으러 왔어요,군타 슈닙케(글),미래아이;미래M&B,2024,9788983949691,8,3
000001744347,똑똑똑! 집 지으러 왔어요,군타 슈닙케,"미래아이;미래M&B,미래엠앤비",2024,9788983949691,8,3
000001743514,똥도 물이라고?,베르타 파라모,이마주,2024,9791189044794,5,3
000001557041,뛰는 사람 :달리기를 멈추지 않는 생물학자 베른트 하인리히의 80년 러닝 일지,베른트 하인리히 지음,윌북,2022,9791155814826,6,3
000001158455,라나지트 구하 =Ranajit guha,김택현 [지음],커뮤니케이션북스,2016,9791130425030,9,3
000001721743,라오서 단편선,라오서 지음,인사이트브리즈: 인사이트브리즈 출판사,2024,9791186142844,8,3
000001230756,라틴어 문장 수업 :하루 한 문장으로 배우는 품격 있는 삶,김동섭 지음,알에이치코리아,2018,9788925564876,7,3
000001744352,랜드마크 범인 찾기 추리북, ,계림북스,2023,9788953335325,6,3
000001579494,러시아 문학과 사상 :푸시킨·고골·도스토옙스키·톨스토이·체호프,이영범 저,보고사,2022,9791165873653,8,3
000000850884,러시아vs일본 한반도에서 만나다,이성주 지음,생각비행,2016,9788994502779,3,3
000001371347,레드워크 앤티크 자수 :사랑스럽고 앤티크한 유럽 1색 자수 스티치,다카하시 아키 지음,한스미디어 : 한즈미디어,2019,9791160074086,6,3
000001557937,레비나스와의 대화 :에세이와 대담,에마뉘엘 레비나스,두번째테제,2022,9791190186216,1,3
000001744028,"레서판다, 기후 위기의 지구를 구해줘",유혜진,책읽는달,2024,9791185053578,5,3
000001794529,렛뎀 이론 :인생이 '나'로 충만해지는 내버려두기의 기술,멜 로빈스,비즈니스북스,2025,9791162544327,1,3
000001745046,로마 이야기,글·사진: 정태남,마로니에북스,2024,9788960536647,9,3
000000000869,"로마인 이야기 .1 ,로마는 하루아침에 이루어지지 않았다 =Res gestae populi Romani Ⅰ : Roma non uno die aedificata est",시오노 나나미 지음,한길사,1995,9788935610242,9,3
000001727348,로버트 카파 :전쟁 속 인간의 얼굴을 기록한 남자,김경훈 지음,Arte(아르테),2024,9791171177691,6,3
000001743982,로봇 공학,"크리스 페리, 사라 카이저",책세상어린이,2023,9791159319730,4,3
000000831498,로봇 세계에서 살아남기 .3,김정욱 글,미래엔(MiraeN): 아이세움,2012,9788937883811,4,3
000001736156,"로우코드 AI :문제 해결 중심의 ML 학습 방법: 노코드부터 로우코드, 커스텀 트레이닝까지",궨덜린 스트리플링,한빛미디어,2024,9791169213301,0,3
000001391080,"로지 브라이도티, 포스트휴먼 :Rosi Braidotti",이경란 지음,커뮤니케이션북스,2017,9791128805707,1,3
000001744172,롤케이크,이수정,시대인,2024,9791138383165,5,3
000001744208,루브르에서 쇼팽을 듣다,안인모,지식서재,2024,9791190266055,6,3
000001748962,룬드와 큘란,에바 린드스트룀,dodo,2024,9791189723323,8,3
000001747668,룰루 아파트의 사계절,다오 응우옌(글·그림),dodo,2024,9791172172855,8,3
000000778016,"리스트, 그 삶과 음악",말콤 헤이스 지음,포노,2015,9788993818741,6,3
000001733750,리얼 스페인 :스페인을 가장 멋지게 여행하는 방법 : 2025~2026 최신판,성혜선 지음,한빛라이프,2024,9791193080429,9,3
000001735721,리얼 일본 소도시 :일본 소도시를 가장 멋지게 여행하는 방법 : 2023~2024년 최신판,정꽃나래,한빛라이프,2023,9791190846035,9,3
